cm_id,example_id,relation,subrelation,field,context,sent_context,CM,relation_presence,subrelation_presence,POS_Tags,NER_Tags,Lemmas,Dependencies,relation_presence_id,subrelation_presence_id
M02,10,meronymie,parties du même genre,computer_science,"en algunos puntos , adopta un enfoque distinto . En lugar de reunir las piezas multimedia en la aplicación , se almacenan en una base de datos y se elabora una aplicación","en lugar de reunir las piezas multimedia en la aplicación , se almacenan en una base de datos y se elabora una aplicación","reunir las piezas multimedia en la aplicación ,",oui,oui,"[('reunir', 'VERB'), ('las', 'DET'), ('piezas', 'NOUN'), ('multimedia', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('aplicación', 'NOUN'), (',', 'PUNCT')]",[],"[('reunir', 'reunir'), ('las', 'el'), ('piezas', 'pieza'), ('multimedia', 'multimedia'), ('en', 'en'), ('la', 'el'), ('aplicación', 'aplicación'), (',', ',')]","[('reunir', 0, 'root'), ('las', 3, 'det'), ('piezas', 1, 'obj'), ('multimedia', 3, 'amod'), ('en', 7, 'case'), ('la', 7, 'det'), ('aplicación', 1, 'obl'), (',', 1, 'punct')]",0,0
M02,11,meronymie,parties du même genre,medicine,"este paso se realiza con éxito , otras enzimas de el VIH unen el ADN en los cromosomas de la célula invadida , y allí el ADN integrado dirigirá la reproducción","este paso se realiza con éxito , otras enzimas del vih unen el adn en los cromosomas de la célula invadida , y allí el adn integrado dirigirá la reproducción",unen el adn en los cromosomas de,oui,oui+,"[('unen', 'VERB'), ('el', 'DET'), ('ADN', 'PROPN'), ('en', 'ADP'), ('los', 'DET'), ('cromosomas', 'NOUN'), ('de', 'ADP')]","[('ADN', 'MISC')]","[('unen', 'unir'), ('el', 'el'), ('ADN', 'adn'), ('en', 'en'), ('los', 'el'), ('cromosomas', 'cromosoma'), ('de', 'de')]","[('unen', 0, 'root'), ('el', 3, 'det'), ('ADN', 1, 'obj'), ('en', 6, 'case'), ('los', 6, 'det'), ('cromosomas', 1, 'obl'), ('de', 1, 'punct')]",0,3
M02,12,meronymie,parties du même genre,general,fortalecimiento de ambas compañías en el mercado de el gas a el unir la presencia de ENI en el norte de África y la de Repsol_YPF en América_Latina . Con la unión se habría creado,fortalecimiento de ambas compañías en el mercado del gas al unir la presencia de eni en el norte de áfrica y la de repsol_ypf en américa_latina .,unir la presencia de eni en el norte de áfrica y,non,not_applicable,"[('unir', 'VERB'), ('la', 'DET'), ('presencia', 'NOUN'), ('de', 'ADP'), ('ENI', 'PROPN'), ('en', 'ADP'), ('el', 'DET'), ('norte', 'NOUN'), ('de', 'ADP'), ('África', 'PROPN'), ('y', 'CCONJ')]","[('ENI', 'ORG'), ('África', 'LOC')]","[('unir', 'unir'), ('la', 'el'), ('presencia', 'presencia'), ('de', 'de'), ('ENI', 'ENI'), ('en', 'en'), ('el', 'el'), ('norte', 'norte'), ('de', 'de'), ('África', 'áfrica'), ('y', 'y')]","[('unir', 0, 'root'), ('la', 3, 'det'), ('presencia', 1, 'obj'), ('de', 5, 'case'), ('ENI', 3, 'nmod'), ('en', 8, 'case'), ('el', 8, 'det'), ('norte', 1, 'obl'), ('de', 10, 'case'), ('África', 8, 'nmod'), ('y', 1, 'cc')]",1,2
M02,13,meronymie,parties du même genre,general,"Verdes hay amplios sectores que lo rechazan . Los diputados y senadores reunidos el lunes en el Congreso , en Versalles , aprobaron la reforma constitucional que abría la puerta a la consulta","los diputados y senadores reunidos el lunes en el congreso , en versalles , aprobaron la reforma constitucional que abría la puerta a la consulta","reunidos el lunes en el congreso , en versalles",non,not_applicable,"[('reunidos', 'ADJ'), ('el', 'DET'), ('lunes', 'NOUN'), ('en', 'ADP'), ('el', 'DET'), ('Congreso', 'PROPN'), (',', 'PUNCT'), ('en', 'ADP'), ('Versalles', 'PROPN')]","[('Congreso', 'ORG'), ('Versalles', 'LOC')]","[('reunidos', 'reunido'), ('el', 'el'), ('lunes', 'lunes'), ('en', 'en'), ('el', 'el'), ('Congreso', 'Congreso'), (',', ','), ('en', 'en'), ('Versalles', 'versalles')]","[('reunidos', 0, 'root'), ('el', 3, 'det'), ('lunes', 1, 'obl'), ('en', 6, 'case'), ('el', 6, 'det'), ('Congreso', 1, 'obl'), (',', 9, 'punct'), ('en', 9, 'case'), ('Versalles', 1, 'obl')]",1,2
M02,14,meronymie,parties du même genre,general,"y de las felicitaciones de los amigos de la jet set , reunida una vez más en el principado mediterráneo . Una llamada desde Bangkok abrió una grieta de ansiedad esa","y de las felicitaciones de los amigos de la jet set , reunida una vez más en el principado mediterráneo .",reunida una vez más en el principado,non,not_applicable,"[('reunida', 'ADJ'), ('una', 'DET'), ('vez', 'NOUN'), ('más', 'ADV'), ('en', 'ADP'), ('el', 'DET'), ('principado', 'NOUN')]",[],"[('reunida', 'reunido'), ('una', 'uno'), ('vez', 'vez'), ('más', 'más'), ('en', 'en'), ('el', 'el'), ('principado', 'principado')]","[('reunida', 0, 'root'), ('una', 3, 'det'), ('vez', 1, 'obl'), ('más', 1, 'advmod'), ('en', 7, 'case'), ('el', 7, 'det'), ('principado', 1, 'obl')]",1,2
M03,15,meronymie,parties du même genre,law,"El Presidente_de_la_República_Portuguesa . Su Majestad la Reina_del_Reino_Unido_de_Gran_Bretaña e Irlanda_del_Norte . Quienes , reunidos en el seno de el Consejo , después de haber intercambio sus plenos poderes , reconocidos en buena y debida forma","quienes , reunidos en el seno del consejo , después de haber intercambio sus plenos poderes , reconocidos en buena y debida forma","reunidos en el seno del consejo , después de",non,not_applicable,"[('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('seno', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('Consejo', 'PROPN'), (',', 'PUNCT'), ('después', 'ADV'), ('de', 'ADP')]","[('Consejo', 'ORG')]","[('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('seno', 'seno'), ('de', 'de'), ('el', 'el'), ('Consejo', 'Consejo'), (',', ','), ('después', 'después'), ('de', 'de')]","[('reunidos', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('seno', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('Consejo', 4, 'nmod'), (',', 9, 'punct'), ('después', 1, 'advmod'), ('de', 1, 'punct')]",1,2
M03,16,meronymie,parties du même genre,law,"las decisiones y acuerdos adoptados por los representantes de los Gobiernos_de_los_Estados miembros reunidos en el seno de el Consejo . Se comprometen a adherir se , desde el momento de la adhesión",las decisiones y acuerdos adoptados por los representantes de los gobiernos_de_los_estados miembros reunidos en el seno del consejo .,reunidos en el seno del consejo .,non,not_applicable,"[('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('seno', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('Consejo', 'PROPN'), ('.', 'PUNCT')]","[('Consejo', 'ORG')]","[('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('seno', 'seno'), ('de', 'de'), ('el', 'el'), ('Consejo', 'Consejo'), ('.', '.')]","[('reunidos', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('seno', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('Consejo', 4, 'nmod'), ('.', 1, 'punct')]",1,2
M03,17,meronymie,parties du même genre,computer_science,"una relación de equivalencia xxx , llamada relación de igualdad , que agrupa en una clase los valores de la implementación que se corresponden con el mismo valor de el TAD","una relación de equivalencia xxx , llamada relación de igualdad , que agrupa en una clase los valores de la implementación que se corresponden con el mismo valor del tad",agrupa en una clase los valores de,oui,oui,"[('agrupa', 'VERB'), ('en', 'ADP'), ('una', 'DET'), ('clase', 'NOUN'), ('los', 'DET'), ('valores', 'NOUN'), ('de', 'ADP')]",[],"[('agrupa', 'agrupar'), ('en', 'en'), ('una', 'uno'), ('clase', 'clase'), ('los', 'el'), ('valores', 'valor'), ('de', 'de')]","[('agrupa', 0, 'root'), ('en', 4, 'case'), ('una', 4, 'det'), ('clase', 1, 'obl'), ('los', 6, 'det'), ('valores', 1, 'obj'), ('de', 1, 'punct')]",0,0
M03,18,meronymie,parties du même genre,medicine,"un papel fundamental en la activacióN . Una liberación de el calcio unido en el interior de el óvulo , provocada en los vertebrados por 1a penetración de el espermatozoide , ""","una liberación del calcio unido en el interior del óvulo , provocada en los vertebrados por 1a penetración del espermatozoide , ""","unido en el interior del óvulo ,",oui,oui,"[('unido', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('interior', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('óvulo', 'NOUN'), (',', 'PUNCT')]",[],"[('unido', 'unido'), ('en', 'en'), ('el', 'el'), ('interior', 'interior'), ('de', 'de'), ('el', 'el'), ('óvulo', 'óvulo'), (',', ',')]","[('unido', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('interior', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('óvulo', 4, 'nmod'), (',', 1, 'punct')]",0,0
M03,19,meronymie,parties du même genre,medicine,"de no muy buena gana , accedió . Una enorme audiencia se reunió en el teatro de la sala de operaciones el día 16_de_octubre_de_1846 . Después de algunos torpes titubeos preliminares , la",una enorme audiencia se reunió en el teatro de la sala de operaciones el día 16_de_octubre_de_1846 .,reunió en el teatro de la sala de operaciones,non,not_applicable,"[('reunió', 'VERB'), ('en', 'ADP'), ('el', 'DET'), ('teatro', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('sala', 'NOUN'), ('de', 'ADP'), ('operaciones', 'NOUN')]",[],"[('reunió', 'reunir'), ('en', 'en'), ('el', 'el'), ('teatro', 'teatro'), ('de', 'de'), ('la', 'el'), ('sala', 'sala'), ('de', 'de'), ('operaciones', 'operación')]","[('reunió', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('teatro', 1, 'obl'), ('de', 7, 'case'), ('la', 7, 'det'), ('sala', 4, 'nmod'), ('de', 9, 'case'), ('operaciones', 7, 'nmod')]",1,2
M03,20,meronymie,parties du même genre,general,"a otras más experimentales , Vicenç_Pagès ( Figueres , 1963 ) ha reunido en el libro El poeta i altres contes veintiséis relatos muy diversos que dirigen una mirada tragicómica sobre la","a otras más experimentales , vicenç_pagès ( figueres , 1963 ) ha reunido en el libro el poeta i altres contes veintiséis relatos muy diversos que dirigen una mirada tragicómica sobre la",reunido en el libro el poeta i altres,oui,oui,"[('reunido', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('libro', 'NOUN'), ('El', 'DET'), ('poeta', 'PROPN'), ('i', 'CCONJ'), ('altres', 'PROPN')]","[('El poeta i altres', 'MISC')]","[('reunido', 'reunir'), ('en', 'en'), ('el', 'el'), ('libro', 'libro'), ('El', 'el'), ('poeta', 'poeta'), ('i', 'i'), ('altres', 'altre')]","[('reunido', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('libro', 1, 'obl'), ('El', 6, 'det'), ('poeta', 4, 'appos'), ('i', 8, 'cc'), ('altres', 6, 'conj')]",0,0
M03,21,meronymie,parties du même genre,general,"dijo que se lo habían olvidado . La oposición serbia , los agrupados en la Alianza para los Cambios y el Movimiento_Serbio_de_Renovación de el veleidoso Vuk_Draskovic han lanzado ya la hipótesis de","la oposición serbia , los agrupados en la alianza para los cambios y el movimiento_serbio_de_renovación del veleidoso vuk_draskovic han lanzado ya la hipótesis de",agrupados en la alianza para los cambios y,oui,oui+,"[('agrupados', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('Alianza', 'PROPN'), ('para', 'ADP'), ('los', 'DET'), ('Cambios', 'PROPN'), ('y', 'CCONJ')]","[('Alianza para los Cambios', 'ORG')]","[('agrupados', 'agrupar'), ('en', 'en'), ('la', 'el'), ('Alianza', 'Alianza'), ('para', 'para'), ('los', 'el'), ('Cambios', 'Cambios'), ('y', 'y')]","[('agrupados', 0, 'root'), ('en', 4, 'case'), ('la', 4, 'det'), ('Alianza', 1, 'obl'), ('para', 7, 'case'), ('los', 7, 'det'), ('Cambios', 4, 'nmod'), ('y', 1, 'cc')]",0,3
M03,22,meronymie,parties du même genre,linguistics,"la medicina , a_pesar_de la condición periférica de la relación que las une en el seno de la merología y , en consecuencia , de la meronimia . La ventaja de la elección para","la medicina , a_pesar_de la condición periférica de la relación que las une en el seno de la merología y , en consecuencia , de la meronimia .","une en el seno de la merología y , en",oui,oui,"[('une', 'VERB'), ('en', 'ADP'), ('el', 'DET'), ('seno', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('merología', 'NOUN'), ('y', 'CCONJ'), (',', 'PUNCT'), ('en', 'ADP')]",[],"[('une', 'unir'), ('en', 'en'), ('el', 'el'), ('seno', 'seno'), ('de', 'de'), ('la', 'el'), ('merología', 'merología'), ('y', 'y'), (',', ','), ('en', 'en')]","[('une', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('seno', 1, 'obl'), ('de', 7, 'case'), ('la', 7, 'det'), ('merología', 4, 'nmod'), ('y', 10, 'cc'), (',', 10, 'punct'), ('en', 1, 'advmod')]",0,0
M03,23,meronymie,parties du même genre,general,"grupo de periodistas hongkoneses y europeos que en enero de 1996 , reunidos en la sede de la representación de la Comisión_Europea , en el edificio St . Johns de Garden_Road_de_Hong_Kong ,","grupo de periodistas hongkoneses y europeos que en enero de 1996 , reunidos en la sede de la representación de la comisión_europea , en el edificio st .",reunidos en la sede de la representación de,non,not_applicable,"[('reunidos', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('sede', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('representación', 'NOUN'), ('de', 'ADP')]",[],"[('reunidos', 'reunido'), ('en', 'en'), ('la', 'el'), ('sede', 'sede'), ('de', 'de'), ('la', 'el'), ('representación', 'representación'), ('de', 'de')]","[('reunidos', 0, 'root'), ('en', 4, 'case'), ('la', 4, 'det'), ('sede', 1, 'obl'), ('de', 7, 'case'), ('la', 7, 'det'), ('representación', 4, 'nmod'), ('de', 1, 'punct')]",1,2
M03,24,meronymie,parties du même genre,medicine,"a una molécula extracelular determinada o , en su otro extremo , unidas en el interior de la célula a un componente específico de el citosqueleto ( v. Rosen y Bertozzi ,","a una molécula extracelular determinada o , en su otro extremo , unidas en el interior de la célula a un componente específico del citosqueleto ( v. rosen y bertozzi ,",unidas en el interior de la célula a,oui,oui,"[('unidas', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('interior', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('célula', 'NOUN'), ('a', 'ADP')]",[],"[('unidas', 'unir'), ('en', 'en'), ('el', 'el'), ('interior', 'interior'), ('de', 'de'), ('la', 'el'), ('célula', 'célula'), ('a', 'a')]","[('unidas', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('interior', 1, 'obl'), ('de', 7, 'case'), ('la', 7, 'det'), ('célula', 4, 'nmod'), ('a', 1, 'advmod')]",0,0
M03,25,meronymie,parties du même genre,medicine,que rodea pequeñas cavidades . Los espacios revestidos por este endocardio se unen en la vecindad de el intestino anterior en desarrollo y establecen estructuras tubulares huecas bilaterales . En el,los espacios revestidos por este endocardio se unen en la vecindad del intestino anterior en desarrollo y establecen estructuras tubulares huecas bilaterales .,unen en la vecindad del intestino,oui,oui+,"[('unen', 'VERB'), ('en', 'ADP'), ('la', 'DET'), ('vecindad', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('intestino', 'NOUN')]",[],"[('unen', 'unir'), ('en', 'en'), ('la', 'el'), ('vecindad', 'vecindad'), ('de', 'de'), ('el', 'el'), ('intestino', 'intestino')]","[('unen', 0, 'root'), ('en', 4, 'case'), ('la', 4, 'det'), ('vecindad', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('intestino', 4, 'nmod')]",0,3
M03,26,meronymie,parties du même genre,law,"el Parlamento_Europeo y una vez debatida la cuestión en el Consejo , reunido en la formación de los Jefes_de_Estado o de Gobierno , el Consejo , por mayoría cualificada y a propuesta de la","el parlamento_europeo y una vez debatida la cuestión en el consejo , reunido en la formación de los jefes_de_estado o de gobierno , el consejo , por mayoría cualificada y a propuesta de la",reunido en la formación de los jefes_de_estado o de gobierno,non,not_applicable,"[('reunido', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('formación', 'NOUN'), ('de', 'ADP'), ('los', 'DET'), ('Jefes', 'PROPN'), ('_de_Estado', 'PROPN'), ('o', 'CCONJ'), ('de', 'ADP'), ('Gobierno', 'PROPN')]","[('Jefes_de_Estado', 'ORG'), ('Gobierno', 'ORG')]","[('reunido', 'reunir'), ('en', 'en'), ('la', 'el'), ('formación', 'formación'), ('de', 'de'), ('los', 'el'), ('Jefes', 'Jefes'), ('_de_Estado', '_de_Estado'), ('o', 'o'), ('de', 'de'), ('Gobierno', 'Gobierno')]","[('reunido', 0, 'root'), ('en', 4, 'case'), ('la', 4, 'det'), ('formación', 1, 'obl'), ('de', 7, 'case'), ('los', 7, 'det'), ('Jefes', 4, 'nmod'), ('_de_Estado', 7, 'amod'), ('o', 11, 'cc'), ('de', 11, 'case'), ('Gobierno', 8, 'conj')]",1,2
M03,27,meronymie,parties du même genre,law,"DECLARACIÓN COMÚN Los representantes de los Gobiernos_de_los_Estados miembros de la Comunidad_Económica_Europea , reunidos en el seno de el Consejo_DESEANDO asegurar que , en el espíritu de el Convenio de 27_de_septiembre_de_1968 ,","declaración común los representantes de los gobiernos_de_los_estados miembros de la comunidad_económica_europea , reunidos en el seno del consejo_deseando asegurar que , en el espíritu del convenio de 27_de_septiembre_de_1968 ,",reunidos en el seno del consejo_deseando,non,not_applicable,"[('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('seno', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('Consejo', 'PROPN'), ('_DESEANDO', 'PROPN')]","[('Consejo_DESEANDO', 'ORG')]","[('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('seno', 'seno'), ('de', 'de'), ('el', 'el'), ('Consejo', 'Consejo'), ('_DESEANDO', '_deseando')]","[('reunidos', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('seno', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('Consejo', 4, 'nmod'), ('_DESEANDO', 7, 'flat')]",1,2
M04,28,meronymie,parties du même genre,medicine,se extiende caudalmente sobre el aspecto posterior de las vesículas seminales y la próstata hasta unir se en la línea media con el tendón central de el periné ( 44 ) (,se extiende caudalmente sobre el aspecto posterior de las vesículas seminales y la próstata hasta unir se en la línea media con el tendón central del periné ( 44 ) (,la próstata hasta unir se en la línea,oui,oui,"[('la', 'DET'), ('próstata', 'NOUN'), ('hasta', 'ADP'), ('unir', 'VERB'), ('se', 'PRON'), ('en', 'ADP'), ('la', 'DET'), ('línea', 'NOUN')]",[],"[('la', 'el'), ('próstata', 'próstata'), ('hasta', 'hasta'), ('unir', 'unir'), ('se', 'él'), ('en', 'en'), ('la', 'el'), ('línea', 'línea')]","[('la', 2, 'det'), ('próstata', 0, 'root'), ('hasta', 4, 'mark'), ('unir', 2, 'advcl'), ('se', 4, 'expl:pv'), ('en', 8, 'case'), ('la', 8, 'det'), ('línea', 4, 'obl')]",0,0
